temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
9.1,56,1031.8,0.0,0.0,0.0,0,0,0,680.85,25.32,29.85,28.09,30.84,25.5,30.55,31.32,15.095165,49.211042,199.81225,2999.3172
9.81,48,1030.9,0.0,0.0,0.0,0,0,0,713.78,24.15,26.57,26.41,27.61,23.83,26.95,30.96,29.937049,54.643658,217.46819,2746.2333
10.16,43,1032.0,0.0,0.0,0.0,0,0,0,687.97,25.28,28.02,28.04,29.2,25.77,28.35,34.2,44.831759,62.635229,232.24054,2275.757
9.69,43,1031.1,0.0,0.0,0.0,0,0,0,606.09,27.11,30.31,30.19,30.85,27.11,30.31,32.76,59.723652,72.275127,244.57276,996.76998
8.71,44,1031.7,0.0,0.0,0.0,0,0,0,480.6,27.66,34.93,31.76,35.31,28.17,35.11,33.12,74.558282,82.836964,255.28463,110.45111
3.74,42,1036.3,0.0,0.0,1.2,4,0,0,490.39,16.64,51.15,18.16,50.63,16.87,50.19,23.4,14.98398,48.85336,160.15391,2849.3513
6.1,38,1033.8,0.0,0.0,0.3,1,0,0,619.44,14.06,50.19,15.07,49.84,14.02,48.12,16.56,4.2621629,46.884618,180.08388,3049.4668
7.37,35,1035.5,0.0,0.0,0.0,0,0,0,692.42,22.42,60.14,24.65,61.19,23.22,60.26,29.16,15.101978,48.85414,200.01424,3000.4989
8.48,34,1034.1,0.0,0.0,0.0,0,0,0,722.68,21.25,63.87,23.19,64.23,21.73,63.43,27.72,29.977784,54.328675,217.7478,2739.6307
9.41,33,1032.7,0.0,0.0,0.0,0,0,0,694.2,19.01,65.38,20.0,66.67,18.68,64.92,25.56,44.886703,62.361711,232.55259,2242.1163
9.8,33,1031.9,0.0,0.0,0.0,0,0,0,609.65,18.71,59.98,20.29,62.53,19.02,60.52,24.48,59.789172,72.034608,244.89439,998.95833
9.46,34,1032.0,0.0,0.0,0.0,0,0,0,481.49,20.01,59.74,21.92,60.49,20.19,58.86,23.4,74.636092,82.622047,255.60962,123.13811
-0.21,19,1034.0,0.0,0.0,0.0,0,0,0,0.0,13.7,176.99,24.14,177.44,16.7,172.57,18.36,74.595199,82.433235,104.26066,293.74976
0.14,19,1033.9,0.0,0.0,0.0,0,0,0,1.78,13.68,178.49,25.26,175.91,16.3,173.66,18.72,59.618188,71.725341,115.05492,952.55831
3.45,23,1033.6,0.0,0.0,0.0,0,0,0,121.04,11.89,181.74,22.68,179.09,11.52,180.0,18.0,44.709221,62.022882,127.41077,1766.8851
7.73,22,1032.0,0.0,0.0,0.0,0,0,0,315.06,13.32,178.45,16.95,176.35,14.42,177.14,16.2,29.790187,53.960639,142.2634,2419.4932
10.64,20,1030.2,0.0,0.0,0.0,0,0,0,485.05,13.56,169.29,16.45,169.92,14.26,169.82,15.48,14.888563,48.466234,160.0946,2746.9364
12.72,17,1029.8,0.0,0.0,0.0,0,0,0,618.55,14.12,160.64,16.52,163.54,14.69,162.9,15.48,4.0875217,46.499832,180.1684,2922.9944
14.14,20,1029.5,0.0,0.0,0.0,0,0,0,696.87,22.38,168.87,25.63,169.48,22.67,169.94,22.68,15.244918,48.524444,200.3846,2874.0353
15.06,19,1028.6,0.0,0.0,0.0,0,0,0,725.35,21.19,170.22,23.32,171.12,20.42,170.87,21.24,30.024997,54.014002,218.03245,2640.6783
15.71,18,1028.9,0.0,0.0,0.0,0,0,0,696.87,20.67,173.0,23.18,173.76,20.63,173.99,20.16,44.94615,62.088928,232.86884,2193.5643
15.79,18,1028.3,0.0,0.0,0.0,0,0,0,614.99,19.49,175.76,22.01,176.25,19.11,176.76,19.44,59.858086,71.794895,245.21932,984.0998
15.37,20,1028.0,0.0,0.0,0.0,0,0,0,487.72,17.7,175.33,20.21,175.91,17.34,175.24,17.28,74.716312,82.407517,255.93721,128.36806
3.02,42,1032.2,0.0,0.0,0.0,0,0,0,0.0,11.21,185.53,9.69,201.8,14.76,180.0,6.48,74.561315,82.134259,104.01121,279.15599
3.41,39,1032.0,0.0,0.0,0.0,0,0,0,1.78,9.57,199.8,6.79,212.01,10.48,195.95,5.4,59.572554,71.4053,114.81719,951.87368
5.76,38,1031.7,0.0,0.0,0.0,0,0,0,125.49,6.99,214.51,4.69,237.53,5.62,219.81,1.44,44.65493,61.679309,127.19752,1788.1319
9.87,34,1030.3,0.0,0.0,0.0,0,0,0,317.73,2.28,251.57,2.52,270.0,2.16,270.0,5.04,29.681165,53.571277,142.15411,2405.8256
13.54,30,1029.6,0.0,0.0,0.0,0,0,0,485.05,7.24,26.57,8.09,32.28,7.41,29.05,8.28,14.801651,48.077448,160.03647,2705.2294
14.88,32,1028.7,0.0,0.0,0.0,0,0,0,614.99,11.02,38.37,11.97,43.78,11.21,42.4,12.6,3.8903824,46.109054,180.40001,2822.5712
17.26,24,1027.9,0.0,0.0,0.0,0,0,0,699.54,6.3,30.96,6.13,40.24,6.13,40.24,8.28,15.066657,48.115082,200.32211,2800.9035
18.15,24,1027.6,0.0,0.0,0.0,0,0,0,727.13,7.15,49.09,7.49,54.78,7.2,53.13,10.08,30.078623,53.699719,218.32207,2545.2561
18.76,24,1027.2,0.0,0.0,0.0,0,0,0,696.87,7.9,59.93,8.53,62.35,8.22,61.19,11.88,45.010024,61.816933,233.18916,2120.9897
18.99,24,1025.8,0.0,0.0,0.0,0,0,0,612.32,6.83,71.57,7.86,74.05,7.86,74.05,11.88,59.930307,71.556018,245.54742,972.16769
18.72,23,1026.2,0.0,0.0,0.0,0,0,0,486.83,5.86,79.38,6.57,80.54,6.64,77.47,10.44,74.809119,82.201162,256.27389,140.21872
5.23,62,1027.8,0.0,0.0,5.7,19,0,0,0.0,7.39,226.97,5.82,21.8,8.89,238.24,9.72,74.526209,81.832922,103.76167,262.79406
5.38,61,1027.9,0.0,0.0,3.9,13,0,0,3.56,6.64,229.4,6.92,27.9,7.73,242.24,10.08,59.541531,71.094325,114.56887,942.49016
8.38,54,1027.8,0.0,0.0,0.9,3,0,0,139.73,3.62,264.29,8.31,17.65,5.05,274.09,10.44,44.601652,61.334083,126.98361,1761.0983
14.54,37,1025.9,0.0,0.0,4.2,14,0,0,493.06,12.37,8.37,12.78,9.73,12.07,10.3,15.48,14.723681,47.687125,159.97943,2697.1626
15.41,33,1025.4,0.0,0.0,2.4,8,0,0,621.22,16.45,10.08,17.16,9.66,16.1,10.3,18.36,3.8204094,45.725039,180.33094,2923.0258
15.93,25,1025.0,0.0,0.0,1.8,6,0,0,706.66,19.84,11.51,21.4,12.63,19.56,12.76,21.96,15.19724,47.780988,200.65048,2888.6197
16.43,24,1024.5,0.0,0.0,0.0,0,0,0,737.81,20.73,20.32,22.13,21.97,20.19,21.99,23.4,30.138588,53.385904,218.61655,2617.3262
16.71,23,1023.9,0.0,0.0,0.0,0,0,0,712.0,21.19,20.9,22.8,21.3,20.86,21.25,23.04,45.078239,61.545779,233.51344,2146.9767
16.63,24,1023.6,0.0,0.0,0.0,0,0,0,629.23,21.53,20.56,23.6,21.48,21.53,20.56,24.12,60.005743,71.318008,245.87856,1074.9995
16.2,26,1023.1,0.0,0.0,0.0,0,0,0,499.29,19.34,24.18,21.58,25.71,19.16,25.6,23.04,74.864627,81.965937,256.58624,219.21004
15.18,30,1022.6,0.0,0.0,0.0,0,0,0,329.3,16.1,26.57,19.97,27.95,16.9,26.57,19.44,85.185592,89.514217,263.67199,0.996
3.68,60,1027.4,0.0,0.0,3.3,11,0,0,0.0,9.42,223.45,3.67,258.69,10.46,229.18,7.56,74.490011,81.529413,103.51203,310.05984
3.87,59,1027.5,0.0,0.0,0.0,0,0,0,4.45,9.93,223.53,5.48,246.8,11.25,230.19,8.64,59.481056,70.760052,114.34031,1030.0652
6.93,53,1027.3,0.0,0.0,0.0,0,0,0,138.84,7.93,219.47,6.29,246.37,7.65,228.81,6.84,44.549519,60.987349,126.76898,1834.6125
11.5,42,1026.2,0.0,0.0,0.0,0,0,0,333.75,5.19,236.31,6.44,243.43,4.83,243.43,9.72,29.605133,52.846771,141.78428,2424.6642
14.39,28,1024.7,0.0,0.0,1.2,4,0,0,507.3,1.44,270.0,2.16,270.0,2.16,270.0,4.68,14.655065,47.295387,159.92342,2605.223
17.58,19,1024.2,0.0,0.0,0.0,0,0,0,719.12,10.14,353.88,10.09,357.95,9.72,360.0,10.08,15.253809,47.42278,200.87246,2774.5503
18.21,19,1023.4,0.0,0.0,0.0,0,0,0,745.82,11.54,356.42,11.9,356.53,11.17,358.15,10.08,30.204805,53.072632,218.91581,2511.2375
18.47,20,1023.7,0.0,0.0,0.0,0,0,0,715.56,13.34,356.91,13.32,358.45,12.6,360.0,11.88,45.150707,61.275516,233.84157,2140.0965
18.28,22,1023.5,0.0,0.0,0.0,0,0,0,630.12,15.48,358.67,16.2,1.27,15.12,1.36,12.96,60.0843,71.080891,246.21261,1071.7122
17.72,22,1023.1,0.0,0.0,0.0,0,0,0,501.07,16.2,1.27,17.65,2.34,16.24,3.81,14.76,74.970634,81.766611,256.93429,141.87328
4.41,47,1027.6,0.0,0.0,0.0,0,0,0,0.0,8.89,211.76,2.19,260.54,9.5,217.3,3.24,74.452852,81.223917,103.26228,276.98497
4.58,47,1028.4,0.0,0.0,0.0,0,0,0,5.34,9.5,217.3,5.62,230.19,10.23,219.29,6.48,59.435416,70.435138,114.10111,1050.2024
7.51,44,1028.0,0.0,0.0,0.0,0,0,0,142.4,8.21,217.87,8.71,231.71,7.42,219.09,3.96,44.498659,60.639248,126.5536,1870.1204
11.7,40,1026.9,0.0,0.0,0.0,0,0,0,336.42,5.62,230.19,6.41,231.84,5.99,237.26,3.96,29.549884,52.47259,141.62372,2429.165
15.06,34,1025.9,0.0,0.0,0.0,0,0,0,505.52,0.72,270.0,0.72,270.0,0.72,270.0,4.32,14.596189,46.902355,159.86835,2704.2585
16.48,29,1024.7,0.0,0.0,0.0,0,0,0,637.24,2.19,350.54,1.84,348.69,1.44,360.0,5.04,3.7667248,44.946888,180.51258,2771.6524
18.29,25,1024.7,0.0,0.0,0.0,0,0,0,713.78,5.94,14.04,5.59,14.93,5.59,14.93,5.4,15.322585,47.064488,201.09931,2766.9008
19.15,25,1024.7,0.0,0.0,0.0,0,0,0,739.59,7.64,8.13,7.28,8.53,6.92,8.97,6.84,30.277181,52.759978,219.21976,2574.2355
19.58,25,1024.4,0.0,0.0,0.0,0,0,0,708.44,8.28,360.0,8.28,360.0,7.92,360.0,8.28,45.227332,61.006193,234.17341,2135.084
19.55,26,1023.5,0.0,0.0,0.0,0,0,0,623.0,9.73,357.88,9.73,357.88,9.36,360.0,9.72,60.16588,70.844693,246.54945,1018.289
19.08,27,1023.8,0.0,0.0,0.0,0,0,0,493.95,10.82,356.19,11.17,358.15,10.44,360.0,11.52,75.059675,81.553972,257.27098,155.41676
4.4,71,1028.3,0.0,0.0,1.2,4,0,0,0.0,7.7,217.41,5.09,8.13,8.4,223.26,2.88,74.414855,80.916614,103.01241,295.74341
4.4,69,1029.0,0.0,0.0,0.0,0,0,0,6.23,8.59,213.02,1.61,26.57,9.29,215.54,1.44,59.389997,70.108894,113.86137,1032.6548
7.51,59,1028.8,0.0,0.0,0.0,0,0,0,146.85,6.61,209.36,1.08,180.0,5.8,209.74,2.16,44.449197,60.289928,126.3374,1820.7111
11.72,48,1027.4,0.0,0.0,0.0,0,0,0,339.98,1.48,194.04,2.19,189.46,1.44,180.0,1.08,29.498123,52.097192,141.46259,2355.2314
14.42,38,1026.3,0.0,0.0,0.0,0,0,0,508.19,1.8,360.0,1.14,18.43,1.3,33.69,6.12,14.547402,46.508153,159.81414,2666.7428
16.2,33,1026.1,0.0,0.0,0.0,0,0,0,639.02,4.69,4.4,3.98,5.19,4.02,10.3,8.28,3.849398,44.556609,180.60831,2820.1406
17.27,26,1024.7,0.0,0.0,0.0,0,0,0,722.68,10.85,354.29,10.85,354.29,10.45,358.03,11.52,15.403369,46.706206,201.33094,2791.1566
18.03,24,1024.4,0.0,0.0,0.0,0,0,0,750.27,11.18,356.31,11.18,356.31,10.8,360.0,12.24,30.355612,52.448016,219.52829,2574.2649
18.43,24,1024.0,0.0,0.0,0.0,0,0,0,720.9,10.45,1.97,10.09,2.05,9.75,4.24,11.16,45.308018,60.737858,234.50885,1970.0668
18.45,24,1023.2,0.0,0.0,0.0,0,0,0,636.35,10.11,4.09,10.14,6.12,9.47,8.75,11.88,60.250383,70.60944,246.88895,890.54546
18.12,24,1023.1,0.0,0.0,0.0,0,0,0,507.3,9.01,2.29,8.67,4.76,8.35,7.43,11.16,75.150699,81.341874,257.60962,201.97139
17.24,27,1023.4,0.0,0.0,0.0,0,0,0,338.2,7.57,2.73,7.59,5.44,7.24,5.71,9.36,85.041882,88.626427,264.3594,3.1634921
12.72,40,1022.3,0.0,0.0,2.1,7,0,0,352.44,5.01,248.96,6.29,256.76,5.59,255.07,6.84,29.450006,51.720713,141.30083,2025.6491
15.51,33,1020.5,0.0,0.0,0.0,0,0,0,515.31,5.86,312.51,6.11,315.0,5.6,315.0,7.2,14.50901,46.112903,159.7607,2449.8276
17.08,27,1019.4,0.0,0.0,0.0,0,0,0,643.47,8.09,327.72,7.9,329.93,7.41,330.95,11.16,3.9787206,44.165673,180.70723,2696.244
17.36,29,1020.7,0.0,0.0,0.0,0,0,0,718.23,11.73,342.12,12.07,342.65,11.18,345.07,14.04,15.495919,46.348029,201.5673,2719.7232
17.94,29,1019.7,0.0,0.0,0.0,0,0,0,744.04,12.88,333.43,12.88,333.43,11.92,334.98,15.12,30.439986,52.136821,219.84131,2363.8079
17.96,30,1019.2,0.0,0.0,0.6,2,0,0,713.78,13.89,328.78,13.58,327.99,12.9,329.86,16.92,45.392663,60.470557,234.84776,1622.7733
17.8,31,1018.9,0.0,0.0,0.0,0,0,0,630.12,15.19,323.67,15.19,323.67,14.19,324.29,18.0,60.337709,70.375157,247.23097,919.99007
17.09,34,1019.3,0.0,0.0,0.0,0,0,0,504.63,17.21,322.65,18.22,322.22,16.49,323.88,19.08,75.283394,81.159916,257.97696,170.47789
15.59,35,1019.4,0.0,0.0,1.5,5,0,0,341.76,18.29,323.81,20.3,322.93,17.71,322.43,19.44,84.6828,88.105037,264.37342,0.42124183
-4.84,87,1029.0,0.0,0.0,0.0,0,0,0,0.0,7.92,360.0,18.72,22.62,8.65,357.61,19.08,74.173373,79.893718,102.34609,373.094
-3.96,88,1028.5,0.0,0.0,0.0,0,0,0,10.68,6.15,339.44,14.92,19.75,7.52,343.3,23.04,59.25614,69.123648,113.13866,1187.4758
-1.06,72,1028.4,0.0,0.0,0.0,0,0,0,165.54,13.72,4.51,15.75,10.54,13.8,7.5,24.12,44.310406,59.236086,125.68345,1987.7126
0.72,59,1028.9,0.0,0.0,0.0,0,0,0,358.67,19.24,17.42,21.07,19.98,19.01,18.78,26.64,29.365277,50.96506,140.97508,2530.0079
2.32,52,1026.2,0.0,0.0,0.0,0,0,0,524.21,19.97,27.95,20.95,28.77,19.16,28.01,26.64,14.464402,45.319752,159.6558,2894.8564
4.23,45,1026.0,0.0,0.0,0.0,0,0,0,652.37,18.17,33.69,18.88,34.9,17.58,34.99,26.28,4.3393921,43.382265,180.91441,3056.7941
6.04,40,1024.6,0.0,0.0,0.0,0,0,0,736.03,22.22,40.4,23.98,41.35,21.95,41.01,27.72,15.715145,45.632376,202.05396,2997.9068
6.96,35,1022.5,0.0,0.0,0.0,0,0,0,762.73,21.76,38.96,23.0,39.92,21.25,38.81,27.0,30.626087,51.517024,220.4804,2742.1568
7.71,34,1022.6,0.0,0.0,0.0,0,0,0,732.47,21.27,33.96,22.77,34.7,21.27,33.96,26.28,45.57342,59.939252,235.53551,2261.1239
7.76,35,1021.6,0.0,0.0,0.0,0,0,0,646.14,21.79,30.8,23.58,31.26,21.79,30.8,24.12,60.520427,69.909604,247.92204,1191.2775
7.47,38,1021.4,0.0,0.0,0.0,0,0,0,516.2,21.37,32.62,23.36,33.69,21.37,32.62,24.12,75.434737,80.709066,258.63592,187.58972
6.75,41,1021.6,0.0,0.0,0.0,0,0,0,347.1,19.97,33.98,22.47,35.22,19.97,33.98,23.04,85.721107,88.316702,265.63092,1.6152778
2.91,53,1022.3,0.0,0.0,0.0,0,0,0,358.67,10.51,51.95,11.09,54.25,10.8,53.13,14.4,29.328928,50.58616,140.81096,1027.2717
3.49,46,1020.3,0.0,0.0,0.0,0,0,0,527.77,16.78,35.39,17.08,34.7,16.99,36.38,19.44,14.458547,44.9221,159.60418,1031.5255
4.71,45,1018.7,0.0,0.0,0.0,0,0,0,658.6,18.04,28.61,17.73,29.17,17.41,29.74,20.16,4.5854296,42.992496,180.98819,1008.4002
-2.7,87,1020.3,0.0,0.0,0.0,0,0,0,0.0,9.03,184.57,12.92,167.12,9.72,180.0,8.28,85.277651,87.577975,94.258196,2.1010436
-2.84,87,1019.4,0.0,0.0,0.0,0,0,0,0.0,9.37,182.2,13.63,167.8,10.8,180.0,8.64,74.092551,79.266818,101.84525,341.86061
-2.17,83,1020.5,0.0,0.0,0.0,0,0,0,14.24,10.14,186.12,15.68,170.75,11.17,181.85,11.16,59.1699,68.462843,112.65377,1201.3055
2.06,63,1019.6,0.0,0.0,0.0,0,0,0,173.55,10.54,172.15,12.57,166.76,11.01,168.69,7.92,44.226978,58.530062,125.24258,1957.4223
5.05,51,1017.7,0.0,0.0,0.0,0,0,0,366.68,11.17,159.23,12.1,157.25,11.3,157.52,6.48,29.408181,50.258246,140.51458,2528.7962
6.77,44,1016.7,0.0,0.0,0.0,0,0,0,534.0,12.3,159.44,12.77,158.5,12.43,157.89,9.72,14.217778,44.447837,159.88841,2848.1827
8.16,39,1016.7,0.0,0.0,0.0,0,0,0,663.94,14.24,163.86,15.38,163.69,14.35,162.47,10.8,4.8005218,42.597579,181.13366,2952.9333
8.53,33,1016.6,0.0,0.0,0.0,0,0,0,746.71,7.42,157.17,8.43,160.02,7.75,158.2,9.0,15.977612,44.918336,202.55876,2915.0436
9.29,33,1015.8,0.0,0.0,0.0,0,0,0,771.63,11.73,162.12,12.76,163.61,12.52,161.57,11.88,30.834489,50.901216,221.13622,2651.5866
9.87,32,1015.5,0.0,0.0,0.0,0,0,0,737.81,14.49,165.62,15.54,166.61,14.49,165.62,15.12,45.768773,59.412694,236.23563,2153.0843
10.03,33,1014.6,0.0,0.0,0.0,0,0,0,649.7,15.82,168.18,17.16,170.34,16.17,168.44,16.92,60.71324,69.448275,248.62163,1179.0811
9.79,34,1014.6,0.0,0.0,0.0,0,0,0,520.65,17.23,169.16,19.35,170.36,17.94,169.59,18.36,75.632314,80.290352,259.32746,213.97641
9.08,36,1015.1,0.0,0.0,0.0,0,0,0,351.55,17.23,169.16,19.42,169.32,17.3,167.99,16.2,85.944587,87.943014,266.32075,3.7451389
2.01,86,1013.5,0.0,0.0,0.0,0,0,0,26.7,6.57,350.54,10.23,50.71,7.56,360.0,20.88,59.007724,67.136762,111.67627,513.76958
6.61,63,1011.9,0.0,0.0,0.0,0,0,0,187.79,8.56,67.75,8.4,80.13,7.24,63.43,23.76,44.085304,57.114749,124.3479,784.0065
4.55,96,1027.9,0.0,0.0,0.0,0,0,0,0.0,21.27,326.04,28.53,330.52,20.99,329.04,29.88,61.209215,66.557956,107.98492,1.7159452
4.34,96,1028.4,0.0,0.0,0.0,0,0,0,0.0,20.47,325.75,27.73,330.44,20.19,328.86,29.88,61.209215,66.557956,107.98492,87.292352
5.36,94,1029.2,0.0,0.0,0.0,0,0,0,42.72,21.27,326.04,27.42,330.07,20.68,328.52,31.68,61.209215,66.557956,107.98492,290.58443
6.92,89,1029.1,0.0,0.0,0.0,0,0,0,221.61,25.12,334.54,29.08,338.2,24.07,338.04,36.36,57.926698,64.208287,110.56926,665.51778
8.8,80,1029.1,0.0,0.0,0.0,0,0,0,405.84,27.79,343.44,31.87,346.28,26.28,346.53,38.52,43.929888,54.649923,122.73699,492.76944
10.35,72,1028.6,0.0,0.0,0.0,0,0,0,565.15,30.06,353.81,33.93,355.74,28.5,356.38,39.24,29.240247,46.035749,138.7534,140.00306
5.35,90,1030.3,0.0,0.0,0.0,0,0,0,0.0,3.96,270.0,18.84,316.55,5.09,225.0,11.16,88.368477,86.570528,88.882611,414.80171
6.94,81,1030.2,0.0,0.0,0.0,0,0,0,48.06,3.6,270.0,17.58,317.49,5.15,257.91,12.24,73.61409,75.478231,98.832596,1245.102
11.3,71,1028.9,0.0,0.0,0.0,0,0,0,234.07,4.39,325.01,15.7,323.39,3.32,319.4,12.24,58.740219,64.496629,109.69053,1936.7731
15.27,58,1028.3,0.0,0.0,0.0,0,0,0,421.86,12.1,329.62,14.28,326.31,13.09,328.5,15.48,43.918275,54.301146,122.50162,2405.682
16.92,48,1027.0,0.0,0.0,0.0,0,0,0,583.84,14.49,333.43,15.78,332.85,14.18,336.04,18.0,29.263435,45.66013,138.57267,2798.8026
17.88,45,1027.2,0.0,0.0,0.0,0,0,0,708.44,16.39,340.77,17.19,340.43,15.83,342.8,19.8,15.360568,39.746773,158.95064,2857.0071
18.08,38,1028.1,0.0,0.0,2.4,8,0,0,772.52,12.43,349.99,12.85,348.69,12.02,351.38,15.48,8.5794352,37.911809,182.68288,2842.0558
19.17,36,1027.4,0.0,0.0,0.0,0,0,0,801.89,13.8,344.88,14.24,343.86,13.36,345.96,16.92,18.279591,40.712152,205.94367,2597.9899
19.64,34,1027.1,0.0,0.0,0.0,0,0,0,773.41,15.95,331.7,16.43,331.19,14.97,332.82,18.36,32.489543,47.32489,225.37785,2171.1956
19.41,34,1026.5,0.0,0.0,0.0,0,0,0,688.86,18.72,322.03,19.73,321.67,17.71,322.43,24.48,47.200062,56.376798,240.64117,1499.2858
18.85,36,1025.9,0.0,0.0,0.0,0,0,0,559.81,20.15,318.62,22.18,318.29,18.9,319.64,23.04,62.039719,66.784322,252.94112,594.12119
17.84,39,1025.8,0.0,0.0,0.0,0,0,0,392.49,20.7,319.94,24.57,320.95,20.75,321.34,25.92,73.941703,75.601527,261.52892,35.945833
4.2,99,1030.6,0.0,0.0,0.0,0,0,0,0.0,6.7,323.75,16.86,343.89,5.35,289.65,19.08,88.334822,86.275116,88.634872,387.12615
5.75,84,1030.5,0.0,0.0,3.0,10,0,0,57.85,5.0,329.74,13.32,358.45,6.03,287.35,19.08,73.577204,75.164996,98.581285,897.60474
9.04,66,1029.4,0.0,0.0,0.0,0,0,0,244.75,9.72,360.0,11.9,356.53,10.14,353.88,16.56,58.713429,64.170369,109.43939,1004.3757
11.34,55,1029.7,0.0,0.0,1.2,4,0,0,432.54,12.24,360.0,12.96,358.41,11.89,358.26,18.0,43.909492,53.953686,122.26498,2034.4893
16.96,35,1026.3,0.0,0.0,0.6,2,0,0,822.36,16.26,354.92,17.02,353.93,15.88,356.1,18.72,18.513941,40.370749,206.25103,2516.2902
7.21,67,1029.4,0.0,0.0,0.0,0,0,0,0.0,4.68,270.0,13.78,310.76,4.02,243.43,12.24,101.47094,96.024236,79.782542,23.744074
6.97,65,1029.2,0.0,0.0,0.0,0,0,0,0.0,5.51,281.31,16.29,315.0,4.38,260.54,12.6,88.218507,85.919812,88.444165,294.45087
8.92,61,1029.8,0.0,0.0,0.0,0,0,0,54.29,6.3,300.96,21.17,318.45,8.89,301.76,13.68,73.541152,74.852805,98.32995,945.63214
13.04,52,1029.1,0.0,0.0,0.0,0,0,0,240.3,10.3,323.53,15.48,324.46,12.98,313.88,16.2,58.688353,63.845406,109.18757,1655.5333
15.7,36,1028.8,0.0,0.0,0.0,0,0,0,426.31,14.88,327.85,17.08,325.3,15.28,325.56,18.0,43.90359,53.607631,122.02692,2460.5933
16.93,33,1028.9,0.0,0.0,0.0,0,0,0,585.62,17.07,335.06,18.03,333.95,16.27,335.14,18.36,29.225559,44.86215,138.33555,2745.8985
17.81,32,1028.7,0.0,0.0,0.0,0,0,0,709.33,16.07,344.41,16.42,344.74,15.28,344.98,18.36,15.643641,38.959247,158.84691,2885.0596
18.74,24,1028.1,0.0,0.0,0.0,0,0,0,786.76,20.78,345.96,21.92,345.74,20.0,346.46,26.64,9.2860828,37.142637,182.97591,2820.1377
19.65,24,1027.8,0.0,0.0,0.0,0,0,0,806.34,19.73,345.2,21.13,346.2,19.21,347.01,25.92,18.752897,40.031133,206.56182,2570.0332
20.22,25,1027.9,0.0,0.0,1.8,6,0,0,763.62,18.45,342.98,19.59,342.9,17.65,343.41,23.4,32.82045,46.753794,226.12729,2119.1084
20.46,26,1027.1,0.0,0.0,0.9,3,0,0,679.96,17.78,338.63,18.79,339.83,16.85,340.02,23.04,47.472912,55.894709,241.39961,1463.5934
20.33,28,1026.7,0.0,0.0,0.6,2,0,0,558.03,16.9,333.43,18.03,333.95,16.1,333.43,21.24,62.28141,66.359666,253.67154,632.30069
19.63,31,1026.8,0.0,0.0,0.0,0,0,0,393.38,15.68,328.13,17.29,328.63,14.69,329.04,16.56,74.662793,75.57753,262.57354,25.66378
7.6,57,1030.1,0.0,0.0,0.0,0,0,0,0.0,6.49,289.44,12.86,342.07,8.67,274.76,16.2,102.66677,96.63898,78.697855,7.4369697
7.15,52,1030.2,0.0,0.0,0.0,0,0,0,0.0,6.38,286.39,12.22,346.37,9.01,272.29,17.28,88.269994,85.689773,88.140987,414.33761
7.99,50,1031.2,0.0,0.0,0.0,0,0,0,62.3,6.52,276.34,13.0,318.37,9.42,276.58,18.0,73.506017,74.541801,98.078587,1242.1246
11.56,42,1031.1,0.0,0.0,0.0,0,0,0,259.88,7.7,322.59,11.21,317.6,8.91,316.64,17.28,58.665062,63.52188,108.93506,1977.6512
14.45,24,1030.8,0.0,0.0,0.0,0,0,0,453.01,12.37,351.63,13.56,349.29,12.78,350.27,19.44,43.900624,53.263122,121.78741,2467.4836
15.51,24,1030.7,0.0,0.0,0.0,0,0,0,615.88,17.31,3.58,18.42,4.48,17.34,4.76,19.08,29.36219,44.541213,138.02018,2676.6376
16.63,28,1030.0,0.0,0.0,0.0,0,0,0,737.81,19.65,8.43,21.08,7.85,19.65,8.43,20.88,15.797199,38.567306,158.79393,2951.6153
19.0,31,1028.1,0.0,0.0,0.0,0,0,0,804.56,17.11,8.47,17.87,9.27,16.39,8.84,16.92,9.6424268,36.76007,183.12552,2840.5825
20.36,32,1026.9,0.0,0.0,0.6,2,0,0,784.98,15.89,13.09,16.33,14.04,14.84,14.04,16.56,32.990376,46.471318,226.50552,2189.2986
20.49,33,1026.6,0.0,0.0,0.0,0,0,0,705.77,17.65,11.77,18.43,12.41,16.95,12.26,18.0,47.611977,55.656428,241.78031,1516.5812
20.12,33,1026.4,0.0,0.0,0.0,0,0,0,574.05,18.51,13.5,20.08,14.53,18.25,14.86,18.36,62.403582,66.149493,254.03683,663.24186
19.13,34,1026.0,0.0,0.0,0.0,0,0,0,404.95,18.51,13.5,21.22,14.74,17.9,15.15,19.44,74.899587,75.473929,263.01028,24.531707
8.21,65,1032.0,0.0,0.0,0.0,0,0,0,447.67,14.33,25.28,15.62,25.97,14.51,23.39,17.64,43.900644,52.920297,121.54639,2535.9097
10.76,53,1030.5,0.0,0.0,0.0,0,0,0,606.98,16.87,33.69,18.37,34.62,16.68,32.66,19.8,29.404832,44.171245,137.83214,2860.7291
